Run,Assay Type,BioProject,BioSample,Center Name,collecting_institution,Collection_Date,collector_name,Consent,ENA-FIRST-PUBLIC (run),ENA-FIRST-PUBLIC,ENA-LAST-UPDATE (run),ENA-LAST-UPDATE,Experiment,External_Id,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(region_and_locality),host_health_state,host_scientific_name,host_sex,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,sample_capture_status,Sample Name,Sample_Name,SRA_accession,SRA Study,Submitter_Id,Title,host_subject_id,AssemblyName,AvgSpotLen,Bases,Bytes,DATASTORE filetype,DATASTORE provider,DATASTORE region
ERR5698682,AMPLICON,PRJEB43269,SAMEA8239013,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414095,SAMEA8239013,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:04:55Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239013,cov-100001698802,ERS5925284,ERP127218,cov-100001698802,SARS-Cov2 Haut-de-France samples,120321-89,assembly,70,98475441,16688008,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5698683,AMPLICON,PRJEB43269,SAMEA8239014,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414096,SAMEA8239014,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:04:55Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239014,cov-100001683876,ERS5925285,ERP127218,cov-100001683876,SARS-Cov2 Haut-de-France samples,120321-90,assembly,71,65931347,11186079,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5698684,AMPLICON,PRJEB43269,SAMEA8239015,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414097,SAMEA8239015,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:04:55Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239015,cov-100001698710,ERS5925286,ERP127218,cov-100001698710,SARS-Cov2 Haut-de-France samples,120321-91,assembly,70,87977061,14773945,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5698685,AMPLICON,PRJEB43269,SAMEA8239016,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414098,SAMEA8239016,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:04:55Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239016,cov-100001698607,ERS5925287,ERP127218,cov-100001698607,SARS-Cov2 Haut-de-France samples,120321-92,assembly,70,98048050,17367951,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5698686,AMPLICON,PRJEB43269,SAMEA8239017,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414099,SAMEA8239017,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:04:55Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239017,cov-100001698731,ERS5925288,ERP127218,cov-100001698731,SARS-Cov2 Haut-de-France samples,120321-93,assembly,70,85428692,14693665,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5698687,AMPLICON,PRJEB43269,SAMEA8239018,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414100,SAMEA8239018,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:04:55Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239018,cov-100001685306,ERS5925289,ERP127218,cov-100001685306,SARS-Cov2 Haut-de-France samples,120321-94,assembly,70,95228812,16151539,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5698689,AMPLICON,PRJEB43269,SAMEA8239020,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414102,SAMEA8239020,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:04:55Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239020,cov-100001691013,ERS5925291,ERP127218,cov-100001691013,SARS-Cov2 Haut-de-France samples,120321-96,assembly,70,94625366,15389125,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5698690,AMPLICON,PRJEB43269,SAMEA8239021,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414103,SAMEA8239021,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:04:55Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239021,cov-100001684193,ERS5925292,ERP127218,cov-100001684193,SARS-Cov2 Haut-de-France samples,120321-97,assembly,71,85819643,14288477,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5698691,AMPLICON,PRJEB43269,SAMEA8239022,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414104,SAMEA8239022,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:04:55Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239022,cov-100001685635,ERS5925293,ERP127218,cov-100001685635,SARS-Cov2 Haut-de-France samples,120321-98,assembly,70,74461164,13035837,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5698692,AMPLICON,PRJEB43269,SAMEA8239023,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414105,SAMEA8239023,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:04:55Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239023,cov-100001691011,ERS5925294,ERP127218,cov-100001691011,SARS-Cov2 Haut-de-France samples,120321-99,assembly,70,94682849,15633379,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5698694,AMPLICON,PRJEB43269,SAMEA8239025,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414107,SAMEA8239025,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:04:55Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239025,cov-100001683443,ERS5925296,ERP127218,cov-100001683443,SARS-Cov2 Haut-de-France samples,120321-101,assembly,71,82438683,13425529,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5698695,AMPLICON,PRJEB43269,SAMEA8239026,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414108,SAMEA8239026,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:04:56Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239026,cov-100001685208,ERS5925297,ERP127218,cov-100001685208,SARS-Cov2 Haut-de-France samples,120321-102,assembly,70,70569647,13766523,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5698696,AMPLICON,PRJEB43269,SAMEA8239027,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414109,SAMEA8239027,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:04:56Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239027,cov-100001698678,ERS5925298,ERP127218,cov-100001698678,SARS-Cov2 Haut-de-France samples,120321-103,assembly,70,97615453,17225057,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5698697,AMPLICON,PRJEB43269,SAMEA8239028,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414110,SAMEA8239028,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:04:56Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239028,cov-100001685156,ERS5925299,ERP127218,cov-100001685156,SARS-Cov2 Haut-de-France samples,120321-104,assembly,70,89021959,14689180,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5698698,AMPLICON,PRJEB43269,SAMEA8239029,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414111,SAMEA8239029,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:04:56Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239029,cov-100001683410,ERS5925300,ERP127218,cov-100001683410,SARS-Cov2 Haut-de-France samples,120321-105,assembly,71,86998694,14360303,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5698699,AMPLICON,PRJEB43269,SAMEA8239030,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414112,SAMEA8239030,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:04:56Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239030,cov-100001685507,ERS5925301,ERP127218,cov-100001685507,SARS-Cov2 Haut-de-France samples,120321-106,assembly,70,44118238,7632671,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5698701,AMPLICON,PRJEB43269,SAMEA8239032,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414114,SAMEA8239032,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:04:56Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239032,cov-100001698809,ERS5925303,ERP127218,cov-100001698809,SARS-Cov2 Haut-de-France samples,120321-108,assembly,70,98451623,16820925,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5698702,AMPLICON,PRJEB43269,SAMEA8239033,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414115,SAMEA8239033,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:04:56Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239033,cov-100001698918,ERS5925304,ERP127218,cov-100001698918,SARS-Cov2 Haut-de-France samples,120321-109,assembly,70,76436810,13904778,"sra,bam","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5698703,AMPLICON,PRJEB43269,SAMEA8239034,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414116,SAMEA8239034,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:04:56Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239034,cov-100001685687,ERS5925305,ERP127218,cov-100001685687,SARS-Cov2 Haut-de-France samples,120321-110,assembly,70,92903332,15362261,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5698704,AMPLICON,PRJEB43269,SAMEA8239035,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414117,SAMEA8239035,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:04:56Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239035,cov-100001685082,ERS5925306,ERP127218,cov-100001685082,SARS-Cov2 Haut-de-France samples,120321-111,assembly,70,82801462,15015711,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5698705,AMPLICON,PRJEB43269,SAMEA8239036,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414118,SAMEA8239036,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:04:56Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239036,cov-100001640685,ERS5925307,ERP127218,cov-100001640685,SARS-Cov2 Haut-de-France samples,120321-112,assembly,71,93916837,17016406,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5698706,AMPLICON,PRJEB43269,SAMEA8239037,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414119,SAMEA8239037,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:04:56Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239037,cov-100001685545,ERS5925308,ERP127218,cov-100001685545,SARS-Cov2 Haut-de-France samples,120321-113,assembly,70,87610930,14677343,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5698707,AMPLICON,PRJEB43269,SAMEA8239038,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414120,SAMEA8239038,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:04:56Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239038,cov-100001685560,ERS5925309,ERP127218,cov-100001685560,SARS-Cov2 Haut-de-France samples,120321-114,assembly,70,99098691,16506355,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5698708,AMPLICON,PRJEB43269,SAMEA8239039,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414121,SAMEA8239039,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:04:56Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239039,cov-100001698460,ERS5925310,ERP127218,cov-100001698460,SARS-Cov2 Haut-de-France samples,120321-115,assembly,70,90381516,15413145,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5698709,AMPLICON,PRJEB43269,SAMEA8239040,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414122,SAMEA8239040,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:04:56Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239040,cov-100001698749,ERS5925311,ERP127218,cov-100001698749,SARS-Cov2 Haut-de-France samples,120321-116,assembly,70,78211528,13941737,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5698710,AMPLICON,PRJEB43269,SAMEA8239041,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414123,SAMEA8239041,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:04:56Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239041,cov-100001678879,ERS5925312,ERP127218,cov-100001678879,SARS-Cov2 Haut-de-France samples,120321-117,assembly,71,82470410,13868649,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5698711,AMPLICON,PRJEB43269,SAMEA8239042,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414124,SAMEA8239042,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:04:56Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239042,cov-100001683566,ERS5925313,ERP127218,cov-100001683566,SARS-Cov2 Haut-de-France samples,120321-118,assembly,71,86165350,14139920,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5698712,AMPLICON,PRJEB43269,SAMEA8239043,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414125,SAMEA8239043,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:04:56Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239043,cov-100001683900,ERS5925314,ERP127218,cov-100001683900,SARS-Cov2 Haut-de-France samples,120321-119,assembly,71,81152670,13486887,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5698713,AMPLICON,PRJEB43269,SAMEA8239044,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414126,SAMEA8239044,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:04:56Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239044,cov-100001684110,ERS5925315,ERP127218,cov-100001684110,SARS-Cov2 Haut-de-France samples,120321-120,assembly,71,61572676,10534763,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5698714,AMPLICON,PRJEB43269,SAMEA8239045,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414127,SAMEA8239045,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:04:56Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239045,cov-100001685201,ERS5925316,ERP127218,cov-100001685201,SARS-Cov2 Haut-de-France samples,120321-121,assembly,70,93896687,16034230,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5698715,AMPLICON,PRJEB43269,SAMEA8239046,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414128,SAMEA8239046,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:04:56Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239046,cov-100001698536,ERS5925317,ERP127218,cov-100001698536,SARS-Cov2 Haut-de-France samples,120321-122,assembly,70,75402733,13416306,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5698717,AMPLICON,PRJEB43269,SAMEA8239048,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414130,SAMEA8239048,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:04:56Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239048,cov-100001684267,ERS5925319,ERP127218,cov-100001684267,SARS-Cov2 Haut-de-France samples,120321-124,assembly,71,71729022,12146762,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5698718,AMPLICON,PRJEB43269,SAMEA8239049,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414131,SAMEA8239049,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:04:56Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8239049,cov-100001682593,ERS5925320,ERP127218,cov-100001682593,SARS-Cov2 Haut-de-France samples,120321-125,assembly,71,82268121,14441155,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
